CD_ORGAO,NOME_ORGAO,SIGLA_ORGAO,ESFERA,SETOR_GOVERNAMENTAL,CNPJ,HOME_PAGE,NATUREZA_JURIDICA,CONTABILIDADE,SITUACAO_ORGAO,CD_MUNICIPIO_TCERS,NOME_MUNICIPIO,CD_MUNICIPIO_IBGE
83801,CM DE DOM PEDRO DE ALCÂNTARA,CM D PEDRO,MUNICIPAL,LEGISLATIVO,9133168000140,www.dompedrodealcantara.rs.leg.br,PUBLICA,4320/64,1-ATIVO,438,DOM PEDRO DE ALCÂNTARA,4306551
83900,PM DE DILERMANDO DE AGUIAR,PM DILER A,MUNICIPAL,EXECUTIVO,1609404000140,www.dilermandodeaguiar.rs.gov.br,PUBLICA,4320/64,1-ATIVO,439,DILERMANDO DE AGUIAR,4306379
83901,CM DE DILERMANDO DE AGUIAR,CM DILER A,MUNICIPAL,LEGISLATIVO,1679377000181,www.cvdilermando.blogspot.com.br,PUBLICA,4320/64,1-ATIVO,439,DILERMANDO DE AGUIAR,4306379
84000,PM DE DOUTOR RICARDO,PM DOUT RI,MUNICIPAL,EXECUTIVO,1613360000121,www.doutorricardo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,440,DOUTOR RICARDO,4306759
84001,CM DE DOUTOR RICARDO,CM DOUT RI,MUNICIPAL,LEGISLATIVO,18124268000109,www.camaradoutorricardo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,440,DOUTOR RICARDO,4306759
84100,PM DE ESPERANÇA DO SUL,PM ESP DO,MUNICIPAL,EXECUTIVO,1613464000136,www.esperancadosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,441,ESPERANÇA DO SUL,4307450
84101,CM DE ESPERANÇA DO SUL,CM ESP DO,MUNICIPAL,LEGISLATIVO,8099915000108,esperancadosul.rs.leg.br,PUBLICA,4320/64,1-ATIVO,441,ESPERANÇA DO SUL,4307450
84200,PM DE ESTRELA VELHA,PM ESTR VE,MUNICIPAL,EXECUTIVO,1601857000120,www.estrelavelha.rs.gov.br,PUBLICA,4320/64,1-ATIVO,442,ESTRELA VELHA,4307815
84201,CM DE ESTRELA VELHA,CM ESTR VE,MUNICIPAL,LEGISLATIVO,10600212000163,www.camaraestrelavelha.rs.gov.br,PUBLICA,4320/64,1-ATIVO,442,ESTRELA VELHA,4307815
84300,PM DE FAZENDA VILANOVA,PM FAZ VIL,MUNICIPAL,EXECUTIVO,1607509000160,www.fazendavilanova.rs.gov.br,PUBLICA,4320/64,1-ATIVO,443,FAZENDA VILANOVA,4308078
84301,CM DE FAZENDA VILANOVA,CM FAZ VIL,MUNICIPAL,LEGISLATIVO,10730223000168,www.camarafazendavilanova.com.br,PUBLICA,4320/64,1-ATIVO,443,FAZENDA VILANOVA,4308078
84400,PM DE FLORIANO PEIXOTO,PM FL PEIX,MUNICIPAL,EXECUTIVO,1612289000162,www.florianopeixoto-rs.com.br,PUBLICA,4320/64,1-ATIVO,444,FLORIANO PEIXOTO,4308250
84401,CM DE FLORIANO PEIXOTO,CM FL PEIX,MUNICIPAL,LEGISLATIVO,11190351000129,www.florianopeixoto-rs.com.br,PUBLICA,4320/64,1-ATIVO,444,FLORIANO PEIXOTO,4308250
84500,PM DE HERVEIRAS,PM HERVEIR,MUNICIPAL,EXECUTIVO,1617873000100,www.herveiras.rs.gov.br,PUBLICA,4320/64,1-ATIVO,445,HERVEIRAS,4309571
84501,CM DE HERVEIRAS,CM HERVEIR,MUNICIPAL,LEGISLATIVO,29683289000172,www.camaraherveiras.rs.gov.br,PUBLICA,4320/64,1-ATIVO,445,HERVEIRAS,4309571
84600,PM DE ITAARA,PM ITAARA,MUNICIPAL,EXECUTIVO,1605306000134,www.itaara.rs.gov.br,PUBLICA,4320/64,1-ATIVO,446,ITAARA,4310538
84601,CM DE ITAARA,CM ITAARA,MUNICIPAL,LEGISLATIVO,29803955000169,www.itaara.rs.leg.br,PUBLICA,4320/64,1-ATIVO,446,ITAARA,4310538
84700,PM DE JARI,PM JARI,MUNICIPAL,EXECUTIVO,1609402000150,www.jari.rs.gov.br,PUBLICA,4320/64,1-ATIVO,447,JARI,4311130
84701,CM DE JARI,CM JARI,MUNICIPAL,LEGISLATIVO,9309353000142,www.camarajari.rs.gov.br,PUBLICA,4320/64,1-ATIVO,447,JARI,4311130
84800,PM DE MAÇAMBARÁ,PM MAÇAMBA,MUNICIPAL,EXECUTIVO,1610568000197,www.macambara.rs.gov.br,PUBLICA,4320/64,1-ATIVO,448,MAÇAMBARÁ,4311718
84801,CM DE MAÇAMBARÁ,CM MACAMBA,MUNICIPAL,LEGISLATIVO,1658115000130,www.camaramacambara.rs.gov.br,PUBLICA,4320/64,1-ATIVO,448,MAÇAMBARÁ,4311718
84900,PM DE MARQUES DE SOUZA,PM MAR SOU,MUNICIPAL,EXECUTIVO,1607619000121,www.marquesdesouza.rs.gov.br,PUBLICA,4320/64,1-ATIVO,449,MARQUES DE SOUZA,4312054
84901,CM DE MARQUES DE SOUZA,CM MAR SOU,MUNICIPAL,LEGISLATIVO,29725151000199,www.camaramarquesdesouza.com.br,PUBLICA,4320/64,1-ATIVO,449,MARQUES DE SOUZA,4312054
85000,PM DE VALE VERDE,PM VALE VE,MUNICIPAL,EXECUTIVO,1624729000100,www.valeverde.rs.gov.br,PUBLICA,4320/64,1-ATIVO,450,VALE VERDE,4322525
85001,CM DE VALE VERDE,CM VALE VE,MUNICIPAL,LEGISLATIVO,1691660000129,www.valeverde.rs.gov.br,PUBLICA,4320/64,1-ATIVO,450,VALE VERDE,4322525
85100,PM DE MONTE ALEGRE DOS CAMPOS,PM M A CAM,MUNICIPAL,EXECUTIVO,1615314000161,www.montealegredoscampos.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,451,MONTE ALEGRE DOS CAMPOS,4312377
85101,CM DE MONTE ALEGRE DOS CAMPOS,CM M A CAM,MUNICIPAL,LEGISLATIVO,4228981000180,www.montealegredoscampos.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,451,MONTE ALEGRE DOS CAMPOS,4312377
85200,PM DE MUITOS CAPÕES,PM M CAPOE,MUNICIPAL,EXECUTIVO,1621714000180,www.muitoscapoes.rs.gov.br,PUBLICA,4320/64,1-ATIVO,452,MUITOS CAPÕES,4312617
85201,CM DE MUITOS CAPÕES,CM M CAPOE,MUNICIPAL,LEGISLATIVO,1645346000100,www.camaramuitoscapoes.rs.gov.br,PUBLICA,4320/64,1-ATIVO,452,MUITOS CAPÕES,4312617
85300,PM DE PASSA SETE,PM PASSA S,MUNICIPAL,EXECUTIVO,1612364000195,www.passasete.rs.gov.br,PUBLICA,4320/64,1-ATIVO,453,PASSA SETE,4314068
85301,CM DE PASSA SETE,CM PASSA S,MUNICIPAL,LEGISLATIVO,1612363000140,www.camarapassasete.rs.gov.br,PUBLICA,4320/64,1-ATIVO,453,PASSA SETE,4314068
85400,PM DE BALNEÁRIO PINHAL,PM B PINHA,MUNICIPAL,EXECUTIVO,1611339000197,www.balneariopinhal.rs.gov.br,PUBLICA,4320/64,1-ATIVO,454,BALNEÁRIO PINHAL,4301636
85401,CM DE BALNEÁRIO PINHAL,CM B PINHA,MUNICIPAL,LEGISLATIVO,1716892000194,www.camarabpinhal.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,454,BALNEÁRIO PINHAL,4301636
85500,PM DE NOVO CABRAIS,PM N CABRA,MUNICIPAL,EXECUTIVO,1601856000185,www.novocabrais.rs.gov.br,PUBLICA,4320/64,1-ATIVO,455,NOVO CABRAIS,4313391
85501,CM DE NOVO CABRAIS,CM N CABRA,MUNICIPAL,LEGISLATIVO,1967558000103,www.camaranovocabrais.rs.gov.br,PUBLICA,4320/64,1-ATIVO,455,NOVO CABRAIS,4313391
85600,PM DE MAMPITUBA,PM MAMPITU,MUNICIPAL,EXECUTIVO,1613501000106,www.mampituba.rs.gov.br,PUBLICA,4320/64,1-ATIVO,456,MAMPITUBA,4311734
85601,CM DE MAMPITUBA,CM MAMPITU,MUNICIPAL,LEGISLATIVO,3842906000141,mampituba.rs.leg.br,PUBLICA,4320/64,1-ATIVO,456,MAMPITUBA,4311734
85700,PM DE SENADOR SALGADO FILHO,PM SEN S F,MUNICIPAL,EXECUTIVO,1611536000106,www.senadorsalgadofilho.rs.gov.br,PUBLICA,4320/64,1-ATIVO,457,SENADOR SALGADO FILHO,4320321
85701,CM DE SENADOR SALGADO FILHO,CM SEN S F,MUNICIPAL,LEGISLATIVO,9247322000104,www.camarasenadorsalgadofilho.rs.gov.br,PUBLICA,4320/64,1-ATIVO,457,SENADOR SALGADO FILHO,4320321
85800,PM DE SETE DE SETEMBRO,PM S SETEM,MUNICIPAL,EXECUTIVO,1612776000125,www.setedesetembro.rs.gov.br,PUBLICA,4320/64,1-ATIVO,458,SETE DE SETEMBRO,4320578
85801,CM DE SETE DE SETEMBRO,CM S SETEM,MUNICIPAL,LEGISLATIVO,9447096000105,www.setedesetembro.rs.gov.br,PUBLICA,4320/64,1-ATIVO,458,SETE DE SETEMBRO,4320578
85900,PM DE TABAÍ,PM TABAI,MUNICIPAL,EXECUTIVO,1615515000169,www.tabai.rs.gov.br,PUBLICA,4320/64,1-ATIVO,459,TABAÍ,4320859
85901,CM DE TABAÍ,CM TABAI,MUNICIPAL,LEGISLATIVO,9133136000144,www.camaratabai.com.br,PUBLICA,4320/64,1-ATIVO,459,TABAÍ,4320859
86000,PM DE TOROPI,PM TOROPI,MUNICIPAL,EXECUTIVO,1539271000182,www.toropi.rs.gov.br,PUBLICA,4320/64,1-ATIVO,460,TOROPI,4321493
86001,CM DE TOROPI,CM TOROPI,MUNICIPAL,LEGISLATIVO,1539271000182,www.camaratoropi.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,460,TOROPI,4321493
86100,PM DE TURUÇU,PM TURUCU,MUNICIPAL,EXECUTIVO,1613067000164,www.turucu.rs.gov.br,PUBLICA,4320/64,1-ATIVO,461,TURUÇU,4322327
86101,CM DE TURUÇU,CM TURUCU,MUNICIPAL,LEGISLATIVO,3125683000100,www.turucu.rs.leg.br,PUBLICA,4320/64,1-ATIVO,461,TURUÇU,4322327
86200,PM DE UBIRETAMA,PM UBIRETA,MUNICIPAL,EXECUTIVO,1611538000103,www.ubiretama.rs.gov.br,PUBLICA,4320/64,1-ATIVO,462,UBIRETAMA,4322343
86201,CM DE UBIRETAMA,CM UBIRETA,MUNICIPAL,LEGISLATIVO,10717725000159,www.camaraubiretama.rs.gov.br,PUBLICA,4320/64,1-ATIVO,462,UBIRETAMA,4322343
86300,PM DE UNISTALDA,PM UNISTAL,MUNICIPAL,EXECUTIVO,1613119000100,www.unistalda.rs.gov.br,PUBLICA,4320/64,1-ATIVO,463,UNISTALDA,4322376
86301,CM DE UNISTALDA,CM UNISTAL,MUNICIPAL,LEGISLATIVO,1889797000192,www.camaradeunistalda.rs.gov.br,PUBLICA,4320/64,1-ATIVO,463,UNISTALDA,4322376
86400,PM DE VESPASIANO CORRÊA,PM V CORRE,MUNICIPAL,EXECUTIVO,1611117000174,www.vespasianocorrears.com.br,PUBLICA,4320/64,1-ATIVO,464,VESPASIANO CORRÊA,4322855
86401,CM DE VESPASIANO CORRÊA,CM V CORRE,MUNICIPAL,LEGISLATIVO,31415918000125,www.legislativo.vespasianocorrears.com.br,PUBLICA,4320/64,1-ATIVO,464,VESPASIANO CORRÊA,4322855
86500,PM DE NOVA CANDELÁRIA,PM N CANDE,MUNICIPAL,EXECUTIVO,1602258000120,www.pmnovacandelaria.com.br,PUBLICA,4320/64,1-ATIVO,465,NOVA CANDELÁRIA,4313011
86501,CM DE NOVA CANDELÁRIA,CM N CANDE,MUNICIPAL,LEGISLATIVO,29363995000137,www.novacandelaria.rs.gov.br,PUBLICA,4320/64,1-ATIVO,465,NOVA CANDELÁRIA,4313011
86600,PM DE CRISTAL DO SUL,PM C DO SU,MUNICIPAL,EXECUTIVO,1610515000176,www.cristaldosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,466,CRISTAL DO SUL,4306072
86601,CM DE CRISTAL DO SUL,CM C DO SU,MUNICIPAL,LEGISLATIVO,1610515000176,www.cmvcristaldosul.com.br,PUBLICA,4320/64,1-ATIVO,466,CRISTAL DO SUL,4306072
86700,PM DE VILA LÂNGARO,PM V LANGA,MUNICIPAL,EXECUTIVO,1612386000155,www.vilalangaro.rs.gov.br,PUBLICA,4320/64,1-ATIVO,467,VILA LÂNGARO,4323358
86701,CM DE VILA LÂNGARO,CM V LANGA,MUNICIPAL,LEGISLATIVO,14949349000189,www.vilalangaro.rs.gov.br,PUBLICA,4320/64,1-ATIVO,467,VILA LÂNGARO,4323358
86800,PM DE BOA VISTA DO SUL,PM B V DO,MUNICIPAL,EXECUTIVO,1602022000194,www.boavistadosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,468,BOA VISTA DO SUL,4302253
86801,CM DE BOA VISTA DO SUL,CM B V DO,MUNICIPAL,LEGISLATIVO,10540340000169,www.boavistadosul.rs.leg.br,PUBLICA,4320/64,1-ATIVO,468,BOA VISTA DO SUL,4302253
87056,EMPRESA PÚBLICA DE TRANSPORTE E CIRCULAÇÃO S/A.,EPTC,MUNICIPAL,EMPRESA PÚBLICA,2510700000151,eptc.com.br,PUBLICA,4320/64,1-ATIVO,149,PORTO ALEGRE,4314902
87057,INST. MUN. SEGURIDADE SOCIAL - CAPÃO DA  CANOA,IMSS,MUNICIPAL,AUTARQUIA,2279284000122,imsscapaodacanoars.net.br,PUBLICA,4320/64,1-ATIVO,234,CAPÃO DA CANOA,4304630
87060,INST. PREV. MUNICIPAL - CARLOS BARBOSA,IPRAM,MUNICIPAL,AUTARQUIA,94728698000100,,PUBLICA,4320/64,1-ATIVO,47,CARLOS BARBOSA,4304804
87528,ADM. DE  CONSÓRCIOS  INTERMUNIC. S/A. - CAXIAS DO SUL,ADCOINTER,MUNICIPAL,EMPRESA PÚBLICA,2693502000170,www.ceasaserra.com.br,PUBLICA,6404/76,1-ATIVO,50,CAXIAS DO SUL,4305108
87996,INST. MUN. SEGURIDADE SOCIAL SERV. MUN. DE PANAMBI,IMSS,MUNICIPAL,AUTARQUIA,1871402000124,www.panambi.rs.gov.br,PUBLICA,4320/64,1-ATIVO,139,PANAMBI,4313904
87997,CONSÓRCIO INTERM. SAÚDE REGIÃO NORTE- FRED.WESTP.,CONSONORTE,MUNICIPAL,CONSÓRCIO ADMINISTRATIVO,2081221000167,,PRIVADA,6404/76,4-EXTINTO,84,FREDERICO WESTPHALEN,4308508
87999,CONS. INTERM. DE SAÚDE - CIS,CIS,MUNICIPAL,CONSÓRCIO ADMINISTRATIVO,2529785000110,,PUBLICA,6404/76,1-ATIVO,180,SÃO BORJA,4318002
88000,FUND. CARAZINHENSE DE CULTURA - CARAZINHO,FUNDACC,MUNICIPAL,FUNDAÇÃO,2467683000117,,PUBLICA,4320/64,4-EXTINTO,46,CARAZINHO,4304705
88002,EMPRESA TIMBAÚVA S.A.- CÂNDIDO GODÓI,,MUNICIPAL,SOCIEDADE ANÔNIMA,1246431000103,,PRIVADA,6404/76,4-EXTINTO,42,CÂNDIDO GODÓI,4304309
88003,CONSÓRCIO INTERM. TRAT. RESÍD. SÓLID. URB.,CITRESU,MUNICIPAL,CONSÓRCIO ADMINISTRATIVO,1972503000191,,PRIVADA,6404/76,4-EXTINTO,342,BOM PROGRESSO,4302378
88006,CIA. OPERADORA DE MINERAÇÃO,COM,ESTADUAL,SOCIEDADE ANÔNIMA,2720677000120,www.crm.gov.br,PRIVADA,6404/76,1-ATIVO,149,PORTO ALEGRE,4314902
88008,CONSÓRCIO INTERMUNICIPAL DE SAÚDE DE RODEIO BONITO,CIS,MUNICIPAL,CONSÓRCIO ADMINISTRATIVO,2493318000187,,PUBLICA,4320/64,4-EXTINTO,159,RODEIO BONITO,4315909
88009,FUND. ESTEIENSE DE MEIO AMBIENTE,FEMA,MUNICIPAL,FUNDAÇÃO,3435227000158,,PUBLICA,4320/64,4-EXTINTO,76,ESTEIO,4307708
88010,CONSÓRCIO INTERM. P/ COM. ABAST. PROD. HORTIGRANJEIROS,CICAH,MUNICIPAL,CONSÓRCIO ADMINISTRATIVO,972184000151,,PRIVADA,6404/76,4-EXTINTO,169,SANTA MARIA,4316907
88011,CAIXA ESTADUAL S.A - AGÊNCIA DE FOMENTO/RS,CAIXARS,ESTADUAL,SOCIEDADE ANÔNIMA,2885855000172,www.caixars.com.br,PRIVADA,6404/76,4-EXTINTO,149,PORTO ALEGRE,4314902
88012,CONSÓRCIO DOS MUNIC. DO VALE DO RIO CAÍ - PARECI NOVO,COMVARC,MUNICIPAL,CONSÓRCIO ADMINISTRATIVO,3189978000131,www.amvarc.com.br,PRIVADA,6404/76,4-EXTINTO,386,PARECI NOVO,4314035
88014,CONSÓRCIO DOS MUNIC.DA ENCOSTA SUP. NORD.-B.GONÇALVES,COMESNE,MUNICIPAL,CONSÓRCIO ADMINISTRATIVO,3285443000164,,PRIVADA,6404/76,4-EXTINTO,21,BENTO GONÇALVES,4302105
88016,EMPRESA MUNICIPAL DE SERVIÇOS URBANOS - SAPIRANGA,EMSU,MUNICIPAL,EMPRESA PÚBLICA,2847806000145,,PRIVADA,6404/76,4-EXTINTO,199,SAPIRANGA,4319901
88017,CONSÓRCIO INTERM.P/DEST.FINAL EMBAL.VAZIAS AGROTÓX.-P FUNDO,CINBALAGEN,MUNICIPAL,CONSÓRCIO ADMINISTRATIVO,2976896000174,sigla: CINBALAGENS,PRIVADA,6404/76,4-EXTINTO,141,PASSO FUNDO,4314100
88018,CONSÓRCIO INTERM. DE RECICL. E COMPOST. DE LIXO - CONILIXO,CONILIXO,MUNICIPAL,CONSÓRCIO ADMINISTRATIVO,2412033000174,,PRIVADA,4320/64,4-EXTINTO,324,TRINDADE DO SUL,4321956
88019,PM DE ACEGUÁ,PM,MUNICIPAL,EXECUTIVO,4217437000132,www.acegua.rs.gov.br,PUBLICA,4320/64,1-ATIVO,470,ACEGUÁ,4300034
88020,PM DE ALMIRANTE TAMANDARÉ DO SUL,PM,MUNICIPAL,EXECUTIVO,4215782000137,www.tamandaredosul.com.br,PUBLICA,4320/64,1-ATIVO,471,ALMIRANTE TAMANDARÉ DO SUL,4300471
88021,PM DE ARROIO DO PADRE,PM,MUNICIPAL,EXECUTIVO,4218960000183,arroiodopadre.rs.gov.br,PUBLICA,4320/64,1-ATIVO,472,ARROIO DO PADRE,4301073
88022,PM DE BOA VISTA DO CADEADO,PM,MUNICIPAL,EXECUTIVO,4216132000106,www.boavistadocadeado.rs.gov.br,PUBLICA,4320/64,1-ATIVO,473,BOA VISTA DO CADEADO,4302220
88023,PM DE BOA VISTA DO INCRA,PM,MUNICIPAL,EXECUTIVO,4215199000126,www.boavistadoincra.rs.gov.br,PUBLICA,4320/64,1-ATIVO,474,BOA VISTA DO INCRA,4302238
88024,PM DE BOZANO,PM,MUNICIPAL,EXECUTIVO,4216419000136,www.bozano.rs.gov.br,PUBLICA,4320/64,1-ATIVO,475,BOZANO,4302584
88025,PM DE CANUDOS DO VALE,PM,MUNICIPAL,EXECUTIVO,4218263000122,www.canudosdovale.rs.gov.br,PUBLICA,4320/64,1-ATIVO,476,CANUDOS DO VALE,4304614
88026,PM DE CAPÃO BONITO DO SUL,PM,MUNICIPAL,EXECUTIVO,4215971000100,www.capaobonitodosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,477,CAPÃO BONITO DO SUL,4304622
88027,PM DE CAPÃO DO CIPÓ,PM,MUNICIPAL,EXECUTIVO,4213779000184,www.capaodocipo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,478,CAPÃO DO CIPÓ,4304655
88028,PM DE COQUEIRO BAIXO,PM,MUNICIPAL,EXECUTIVO,4217860000132,www.coqueirobaixo.com.br,PUBLICA,4320/64,1-ATIVO,479,COQUEIRO BAIXO,4305835
88029,PM DE CORONEL PILAR,PM,MUNICIPAL,EXECUTIVO,4215013000139,www.coronelpilar.rs.gov.br,PUBLICA,4320/64,1-ATIVO,480,CORONEL PILAR,4305934
88030,PM DE CRUZALTENSE,PM,MUNICIPAL,EXECUTIVO,4213529000144,www.cruzaltense.rs.gov.br,PUBLICA,4320/64,1-ATIVO,481,CRUZALTENSE,4306130
88031,PM DE FORQUETINHA,PM,MUNICIPAL,EXECUTIVO,4214401000103,www.forquetinha.rs.gov.br,PUBLICA,4320/64,1-ATIVO,482,FORQUETINHA,4308433
88032,PM DE ITATI,PM,MUNICIPAL,EXECUTIVO,4158995000174,www.itati.rs.gov.br,PUBLICA,4320/64,1-ATIVO,483,ITATI,4310652
88033,PM DE JACUIZINHO,PM,MUNICIPAL,EXECUTIVO,4217901000190,www.jacuizinho.rs.gov.br,PUBLICA,4320/64,1-ATIVO,484,JACUIZINHO,4310876
88034,PM DE LAGOA BONITA DO SUL,PM,MUNICIPAL,EXECUTIVO,4215918000109,www.lagoabonita.rs.gov.br,PUBLICA,4320/64,1-ATIVO,485,LAGOA BONITA DO SUL,4311239
88035,PM DE MATO QUEIMADO,PM,MUNICIPAL,EXECUTIVO,4204318000145,www.matoqueimado-rs.com.br,PUBLICA,4320/64,1-ATIVO,486,MATO QUEIMADO,4312179
88036,PM DE NOVO XINGU,PM,MUNICIPAL,EXECUTIVO,4207526000106,www.novoxingu.rs.gov.br,PUBLICA,4320/64,1-ATIVO,487,NOVO XINGU,4313466
88037,PM DE PAULO BENTO,PM,MUNICIPAL,EXECUTIVO,4215168000175,www.paulobento.rs.gov.br,PUBLICA,4320/64,1-ATIVO,488,PAULO BENTO,4314134
88038,PM DE PEDRAS ALTAS,PM,MUNICIPAL,EXECUTIVO,4219099000178,www.pedrasaltas.rs.gov.br,PUBLICA,4320/64,1-ATIVO,489,PEDRAS ALTAS,4314175
88039,PM DE PINHAL DA SERRA,PM,MUNICIPAL,EXECUTIVO,4213870000108,www.pinhaldaserra.rs.gov.br,PUBLICA,4320/64,1-ATIVO,490,PINHAL DA SERRA,4314464
88040,PM DE PINTO BANDEIRA,PM,MUNICIPAL,EXECUTIVO,4213671000191,www.pintobandeira.rs.gov.br,PUBLICA,4320/64,1-ATIVO,491,PINTO BANDEIRA,4314548
88041,PM DE QUATRO IRMÃOS,PM,MUNICIPAL,EXECUTIVO,4215994000114,www.quatroirmaos.rs.gov.br,PUBLICA,4320/64,1-ATIVO,492,QUATRO IRMÃOS,4315313
88042,PM DE ROLADOR,PM,MUNICIPAL,EXECUTIVO,4203896000167,www.rolador.rs.gov.br,PUBLICA,4320/64,1-ATIVO,493,ROLADOR,4315958
88043,PM DE SANTA CECÍLIA DO SUL,PM,MUNICIPAL,EXECUTIVO,4215090000199,www.santaceciliadosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,494,SANTA CECÍLIA DO SUL,4316733
88044,PM DE SANTA MARGARIDA DO SUL,PM,MUNICIPAL,EXECUTIVO,4219343000100,www.santamargaridadosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,495,SANTA MARGARIDA DO SUL,4316972
88045,PM DE SÃO JOSÉ DO SUL,PM,MUNICIPAL,EXECUTIVO,4208358000165,www.saojosedosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,496,SÃO JOSÉ DO SUL,4318614
88046,PM DE SÃO PEDRO DAS MISSÕES,PM,MUNICIPAL,EXECUTIVO,4229729000195,www.saopedrodasmissoes.rs.gov.br,PUBLICA,4320/64,1-ATIVO,497,SÃO PEDRO DAS MISSÕES,4319364
88047,PM DE TIO HUGO,PM,MUNICIPAL,EXECUTIVO,4207638000159,www.tiohugo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,498,TIO HUGO,4321469
88048,PM DE WESTFÁLIA,PM,MUNICIPAL,EXECUTIVO,4215147000150,www.westfalia.rs.gov.br,PUBLICA,4320/64,1-ATIVO,499,WESTFÁLIA,4323770
88049,CM DE ACEGUÁ,CM,MUNICIPAL,LEGISLATIVO,4338856000122,cmacegua.rs.gov.br,PUBLICA,4320/64,1-ATIVO,470,ACEGUÁ,4300034
88050,CM DE ALMIRANTE TAMANDARÉ DO SUL,CM,MUNICIPAL,LEGISLATIVO,4716848000172,www.camaraats.com.br,PUBLICA,4320/64,1-ATIVO,471,ALMIRANTE TAMANDARÉ DO SUL,4300471
88051,CM DE ARROIO DO PADRE,CM,MUNICIPAL,LEGISLATIVO,4329826000150,www.arroiodopadre.rs.leg.br,PUBLICA,4320/64,1-ATIVO,472,ARROIO DO PADRE,4301073
88052,CM DE BOA VISTA DO CADEADO,CM,MUNICIPAL,LEGISLATIVO,4232213000108,www.camaraboavistadocadeado.rs.gov.br,PUBLICA,4320/64,1-ATIVO,473,BOA VISTA DO CADEADO,4302220
88053,CM DE BOA VISTA DO INCRA,CM,MUNICIPAL,LEGISLATIVO,4224970000121,boavistadoincra.rs.gov.br,PUBLICA,4320/64,1-ATIVO,474,BOA VISTA DO INCRA,4302238
88054,CM DE BOZANO,CM,MUNICIPAL,LEGISLATIVO,17773514000182,www.camarabozano.rs.gov.br,PUBLICA,4320/64,1-ATIVO,475,BOZANO,4302584
88055,CM DE CANUDOS DO VALE,CM,MUNICIPAL,LEGISLATIVO,10449642000126,www.camaracanudosdovale.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,476,CANUDOS DO VALE,4304614
88056,CM DE CAPÃO BONITO DO SUL,CM,MUNICIPAL,LEGISLATIVO,4249839000119,www.capaobonitodosul.rs.leg.br,PUBLICA,4320/64,1-ATIVO,477,CAPÃO BONITO DO SUL,4304622
88057,CM DE CAPÃO DO CIPÓ,CM,MUNICIPAL,LEGISLATIVO,4362965000185,www.cmcapaodocipo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,478,CAPÃO DO CIPÓ,4304655
88058,CM DE COQUEIRO BAIXO,CM,MUNICIPAL,LEGISLATIVO,29420861000100,www.camaracoqueirobaixo.com.br,PUBLICA,4320/64,1-ATIVO,479,COQUEIRO BAIXO,4305835
88059,CM DE CORONEL PILAR,CM,MUNICIPAL,LEGISLATIVO,10578966000164,www.camaracoronelpilar.rs.gov.br,PUBLICA,4320/64,1-ATIVO,480,CORONEL PILAR,4305934
88060,CM DE CRUZALTENSE,CM,MUNICIPAL,LEGISLATIVO,4213529000144,www.cruzaltense.rs.gov.br,PUBLICA,4320/64,1-ATIVO,481,CRUZALTENSE,4306130
88061,CM DE FORQUETINHA,CM,MUNICIPAL,LEGISLATIVO,17435396000100,www.forquetinha.rs.gov.br,PUBLICA,4320/64,1-ATIVO,482,FORQUETINHA,4308433
88062,CM DE ITATI,CM,MUNICIPAL,LEGISLATIVO,5662884000163,www.camaraitati.com.br,PUBLICA,4320/64,1-ATIVO,483,ITATI,4310652
88063,CM DE JACUIZINHO,CM,MUNICIPAL,LEGISLATIVO,29324450000111,www.camarajacuizinho.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,484,JACUIZINHO,4310876
88064,CM DE LAGOA BONITA DO SUL,CM,MUNICIPAL,LEGISLATIVO,4247290000123,www.camaralagoabonitadosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,485,LAGOA BONITA DO SUL,4311239
88065,CM DE MATO QUEIMADO,CM,MUNICIPAL,LEGISLATIVO,4267984000122,www.cmmatoqueimado.rs.gov.br,PUBLICA,4320/64,1-ATIVO,486,MATO QUEIMADO,4312179
88066,CM DE NOVO XINGU,CM,MUNICIPAL,LEGISLATIVO,4207526000106,www.legislativonovoxingu.com.br,PUBLICA,4320/64,1-ATIVO,487,NOVO XINGU,4313466
88067,CM DE PAULO BENTO,CM,MUNICIPAL,LEGISLATIVO,29604250000112,www.cmpaulobento.rs.gov.br,PUBLICA,4320/64,1-ATIVO,488,PAULO BENTO,4314134
